"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","CCA_ROUND_WEIGHT_MTONS","CCA_ROUND_WEIGHT_PPP","CCA_EXVESSEL_REVENUE","CCA_CONFIDENTIAL_FLAG","ERA_ROUND_WEIGHT_MTONS","ERA_ROUND_WEIGHT_PPP","ERA_EXVESSEL_REVENUE","ERA_CONFIDENTIAL_FLAG","BGA_ROUND_WEIGHT_MTONS","BGA_ROUND_WEIGHT_PPP","BGA_EXVESSEL_REVENUE","BGA_CONFIDENTIAL_FLAG","BDA_ROUND_WEIGHT_MTONS","BDA_ROUND_WEIGHT_PPP","BDA_EXVESSEL_REVENUE","BDA_CONFIDENTIAL_FLAG","SFA_ROUND_WEIGHT_MTONS","SFA_ROUND_WEIGHT_PPP","SFA_EXVESSEL_REVENUE","SFA_CONFIDENTIAL_FLAG","MNA_ROUND_WEIGHT_MTONS","MNA_ROUND_WEIGHT_PPP","MNA_EXVESSEL_REVENUE","MNA_CONFIDENTIAL_FLAG","MRA_ROUND_WEIGHT_MTONS","MRA_ROUND_WEIGHT_PPP","MRA_EXVESSEL_REVENUE","MRA_CONFIDENTIAL_FLAG","SBA_ROUND_WEIGHT_MTONS","SBA_ROUND_WEIGHT_PPP","SBA_EXVESSEL_REVENUE","SBA_CONFIDENTIAL_FLAG","LAA_ROUND_WEIGHT_MTONS","LAA_ROUND_WEIGHT_PPP","LAA_EXVESSEL_REVENUE","LAA_CONFIDENTIAL_FLAG","SDA_ROUND_WEIGHT_MTONS","SDA_ROUND_WEIGHT_PPP","SDA_EXVESSEL_REVENUE","SDA_CONFIDENTIAL_FLAG","CA2_ROUND_WEIGHT_MTONS","CA2_ROUND_WEIGHT_PPP","CA2_EXVESSEL_REVENUE","CA2_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1981","C","GRND","ROCK","NOM. STARRY ROCKFISH","STR1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","GRND","ROCK","STRIPETAIL ROCKFISH","STRK",,,,"",.3,.15,95,"",2.5,.17,940,"",1.3,.17,476,"",24.9,.17,9311,"",.3,.45,269,"",,,,"",,,,"",,,,"",,,,"",,,,"",29.3,,11091,""
"1981","C","GRND","ROCK","SWORDSPINE ROCKFISH","SWSP",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.1,.45,126,"",,,,"",.1,,126,""
"1981","C","GRND","ROCK","THORNYHEADS (MIXED)","THDS",,,,"",2.1,.23,1073,"",,,,"*",,,,"",,,,"*",,,,"*",1.9,.22,926,"",3.5,.23,1761,"",,,,"",,,,"",,,,"",7.5,,3760,"*"
"1981","C","GRND","ROCK","TIGER ROCKFISH","TIGR",,,,"",,,,"",,,,"",3.9,.17,1436,"",6.5,.17,2427,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",10.4,,3863,""
"1981","C","GRND","ROCK","TREEFISH","TREE",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,.55,51,"",,,,"",,,,"",0,,51,""
"1981","C","GRND","ROCK","UNSP. POP GROUP","UPOP",2.8,.16,956,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",1.1,.72,1684,"",,,,"",,,,"",,,,"",,,,"",3.9,,2640,"*"
"1981","C","GRND","ROCK","UNSP. ROCKFISH","URCK",118.1,.17,43899,"",36.8,.2,15805,"",20.3,.22,9894,"",11.2,.27,6558,"",40.5,.4,35928,"",17.8,.31,12236,"",47,.28,28810,"",18.6,.34,13853,"",2.6,.96,5545,"",1.5,.47,1581,"",,,,"*",314.4,,174109,"*"
"1981","C","GRND","ROCK","NOM. VERMILLION ROCKFISH","VRM1",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","GRND","ROCK","VERMILION ROCKFISH","VRML",,,,"",,,,"",6.9,.16,2394,"",,,,"",,,,"",11.9,.57,14881,"",133.3,.45,133371,"",82.6,.6,109643,"",50.9,.53,59843,"",2.9,.46,2993,"",,,,"",288.5,,323125,""
"1981","C","GRND","ROCK","WIDOW ROCKFISH","WDOW",,,,"",2120.1,.14,675578,"",283,.15,95201,"",1731.6,.15,590399,"",656.2,.2,291074,"",160.9,.2,70929,"",122.3,.22,58543,"",7.2,.42,6709,"",14.2,.54,16986,"",4.9,.45,4851,"",,,,"",5100.4,,1810270,""
"1981","C","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","GRND","ROCK","NOM. YELLOWEYE ROCKFISH","YEY1",.3,.25,158,"",.2,.21,117,"",.5,.32,342,"",,,,"*",,,,"",3.4,.44,3298,"",3.2,.59,4162,"",1.6,.45,1522,"",,,,"",,,,"*",,,,"",9.2,,9599,"*"
"1981","C","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",56.7,.22,27780,"",39.3,.19,16786,"",24,.31,16401,"",4,.66,5870,"",.3,.56,327,"",.4,.57,515,"",11.2,.45,11247,"",3.2,.62,4399,"",1,.55,1275,"",.2,.47,164,"",,,,"",140.3,,84764,""
"1981","C","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,.44,306,"",,,,"",,,,"",.3,,306,""
"1981","C","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",,,,"",,,,"",,,,"*",,,,"*",7.8,.43,7447,"",30.6,.33,22379,"",2.3,.33,1695,"",,,,"*",,,,"",,,,"*",,,,"",40.7,,31521,"*"
"1981","C","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",,,,"",94.4,.15,31744,"",136,.16,47607,"",,,,"",36.2,.21,17052,"",77.1,.19,31860,"",48.1,.37,39690,"",38.9,.46,39686,"",4,.54,4768,"",.6,.46,644,"",,,,"",435.3,,213051,""
"1981","C","GRND","ROND","NOM. CABEZON","CBZ1",,,,"*",,,,"",,,,"*",3.4,.32,2425,"",7.6,.18,3009,"",1,.27,611,"",16.7,.14,5299,"",.1,.33,101,"",,,,"*",.1,.66,115,"",,,,"",28.9,,11560,"*"
"1981","C","GRND","ROND","NOM. KELP GREENLING","KGL1",,,,"",,,,"",,,,"",,,,"",0,.43,46,"",0,.38,40,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,86,"*"
"1981","C","GRND","ROND","NOM. LINGCOD","LCD1",133.1,.24,71838,"",146.6,.24,78725,"",257.8,.26,146332,"",76.5,.26,43336,"",324.7,.25,176732,"",181.9,.21,85295,"",158,.22,78256,"",2,.37,1679,"",4.1,.43,3867,"",3.7,.57,4690,"",,,,"",1288.4,,690750,""
"1981","C","GRND","ROND","LINGCOD","LCOD",,,,"",,,,"",,,,"",,,,"",,,,"",12.8,.19,5463,"",0,.29,23,"",,,,"",,,,"",,,,"",,,,"",12.8,,5486,""
"1981","C","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"*",,,,"*",,,,"*",11.1,.1,2524,"",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"",11.1,,2524,"*"
"1981","C","GRND","ROND","SABLEFISH","SABL",450.9,.15,151978,"",1637.4,.17,607360,"",1384.4,.21,641216,"",91.7,.17,34098,"",646.2,.16,230516,"",871.5,.16,299440,"",44,.15,14097,"",4.3,.17,1613,"",1573.2,.22,767813,"",14.8,.41,13289,"",,,,"",6718.4,,2761420,""
"1981","C","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"",.4,.17,171,"",,,,"",,,,"*",.3,.14,96,"",91.1,.29,58540,"",,,,"*",,,,"",91.8,,58807,"*"
"1981","C","HMSP","....","DORADO/DOLPHINFISH","DRDO",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1981","C","HMSP","....","SHORTFIN MAKO SHARK","MAKO",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",6.2,.44,6085,"",139.2,.39,120616,"",36.8,.44,35578,"",,,,"",182.2,,162279,"*"
"1981","C","HMSP","....","SWORDFISH","SWRD",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",78.6,2.24,387726,"",368.7,2.09,1699095,"",301.3,1.9,1264620,"",,,,"",748.6,,3351441,"*"
"1981","C","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"",.4,.35,335,"",.4,.47,360,"",.6,.17,238,"",10.1,.41,9027,"",202.7,.42,188800,"",784.2,.45,771888,"",523,.44,504986,"",,,,"",1521.4,,1475634,""
"1981","C","HMSP","TUNA","ALBACORE","ALBC",171.8,.87,329066,"",1660.9,.89,3270205,"",436.3,.87,839246,"",192.7,.85,359035,"",2058.3,.87,3959577,"",1571.9,.87,3024789,"",979.3,.87,1888275,"",11.9,.89,23237,"",943.3,.91,1886164,"",1306.5,.9,2588206,"",,,,"",9332.9,,18167800,""
"1981","C","HMSP","TUNA","BLUEFIN TUNA","BTNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",735.8,.66,1067801,"",126.6,.59,164916,"",,,,"",862.4,,1232717,"*"
"1981","C","HMSP","TUNA","BIGEYE TUNA","ETNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",627.3,.61,837994,"",540.5,.61,731557,"",,,,"",1167.8,,1569551,"*"
"1981","C","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",30240.8,.55,36676460,"",27628,.49,29654570,"",,,,"",57868.8,,66331030,""
"1981","C","HMSP","TUNA","UNSP. TUNA","UTNA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",19.2,1.01,42776,"",13.3,.72,21161,"",,,,"",32.5,,63937,"*"
"1981","C","HMSP","TUNA","YELLOWFIN TUNA","YTNA",,,,"",,,,"*",,,,"*",,,,"",1.2,.53,1396,"",,,,"*",,,,"*",,,,"*",37632.5,.6,49987499,"",38424,.57,48690287,"",,,,"",76057.7,,98679182,"*"
"1981","C","OTHR","....","PACIFIC ANGEL SHARK","ASRK",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",60.5,.13,17275,"",175.5,.18,69518,"",,,,"*",.6,.18,233,"",,,,"",236.6,,87026,"*"
"1981","C","OTHR","....","BAT RAY","BTRY",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","OTHR","....","NOM. CALIF HALIBUT","CHL1",.1,1.22,279,"",,,,"*",,,,"*",11.2,1.27,31404,"",133.1,1.06,311186,"",18.5,1.21,49109,"",92.9,1.69,345835,"",215.6,1.72,819572,"",78.8,1.65,286892,"",22.2,1.62,79597,"",,,,"",572.4,,1923874,"*"
"1981","C","OTHR","....","PACIFIC BARRACUDA","CUDA",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.8,.72,1328,"",25.6,.75,42516,"",4.4,.69,6590,"",,,,"",30.8,,50434,""
"1981","C","OTHR","....","UNSP. EELS","EELS",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1981","C","OTHR","....","CALIFORNIA SPINY LOBSTER","LOBS",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",52.8,3.4,395922,"",84.2,3.46,641493,"",79.5,3.38,592992,"",.2,3.72,1963,"",216.7,,1632370,"*"
"1981","C","OTHR","....","MONKEYFACE PRICKLEBACK (EEL)","MEEL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",2.2,.2,942,"",.1,.71,105,"",,,,"",7.4,.36,5838,"",1.3,.37,1082,"",4.5,.29,2908,"",26.4,.34,19743,"",67,.4,58847,"",.1,.5,113,"",,,,"",109,,89578,"*"
"1981","C","OTHR","....","MISC. FISH","MSC2",,,,"",,,,"*",,,,"*",,,,"",.8,2.66,4766,"",11.7,1.73,44739,"",.6,.4,496,"",12.9,.56,15946,"",50.2,.84,93407,"",17.9,.72,28248,"",,,,"",94.1,,187602,"*"
"1981","C","OTHR","....","UNSP. OCTOPUS","OCTP",6.1,.5,6695,"",4.2,.5,4572,"",13.5,.49,14649,"",2.2,.49,2397,"",9.1,.5,10105,"",1.6,.5,1771,"",1.1,.44,1078,"",.5,.45,516,"",,,,"*",,,,"*",,,,"",38.3,,41783,"*"
"1981","C","OTHR","....","OTHER SKATES","OSKT",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1981","C","OTHR","....","OTHER SHARK","OSRK",,,,"",,,,"",,,,"",9.5,.18,3798,"",2.4,.61,3176,"",,,,"*",.1,.54,87,"",.3,.58,391,"",2.8,.53,3268,"",2.8,.33,2030,"",,,,"",17.9,,12750,"*"
"1981","C","OTHR","....","QUEENFISH","QFSH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.1,.3,77,"",,,,"",,,,"",.1,,77,"*"
"1981","C","OTHR","....","UNSP. SCULPIN","SCLP",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"",,,,"",.3,.42,234,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",.3,,234,"*"
"1981","C","OTHR","....","NOM. CALIFORNIA SHEEPHEAD","SHP1",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.8,.37,1459,"",3.2,.38,2676,"",.9,.43,828,"",,,,"*",5.9,,4963,"*"
"1981","C","OTHR","....","UNSP. SMELT","SMLT",36.5,.25,20148,"",123.7,.19,51820,"",,,,"*",13.8,.28,8649,"",4.7,.3,3082,"",7.2,.34,5338,"",,,,"*",,,,"*",3.8,.21,1728,"",,,,"*",,,,"",189.7,,90765,"*"
"1981","C","OTHR","....","SURFPERCH SPP.","SRFP",16.7,.73,26856,"",9.6,.59,12473,"",,,,"*",2.2,.68,3356,"",13,1.03,29554,"",.1,.52,165,"",17.8,.93,36645,"",2,.7,3043,"",10.2,.41,9336,"",11.1,.47,11554,"",,,,"",82.7,,132982,"*"
"1981","C","OTHR","....","UNSP. SHARK","USRK",,,,"*",.7,.5,769,"",.2,.32,174,"",5,.27,3010,"",16.3,.47,16992,"",14.2,.25,7856,"",5.4,.49,5872,"",19.2,.7,29501,"",156.1,.78,267694,"",55.8,.67,82200,"",,,,"*",272.9,,414068,"*"
"1981","C","OTHR","....","WHITE CROAKER","WCRK",,,,"",,,,"",,,,"*",.4,.39,318,"",25.3,.47,26080,"",276.2,.23,142854,"",2.5,.21,1178,"",53.3,.42,48935,"",83.5,.35,65250,"",2.5,.51,2821,"",,,,"",443.7,,287436,"*"
"1981","C","OTHR","....","WOLF EEL","WEEL",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,.35,27,"",,,,"",,,,"",,,,"",,,,"",0,,27,"*"
"1981","C","OTHR","....","YELLOWTAIL","YLTL",,,,"",,,,"",,,,"",,,,"",,,,"*",.5,.38,402,"",,,,"*",.1,.9,139,"",68.4,.51,76364,"",88.3,.59,114596,"",,,,"",157.3,,191501,"*"
"1981","C","OTHR","BASS","GIANT SEA BASS","GBAS",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",.1,1.68,301,"",.9,1.07,2008,"",5.5,.85,10358,"",10.7,1.03,24313,"",,,,"",17.2,,36980,"*"
"1981","C","OTHR","BASS","OTHER BASS","OBAS",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",2.2,.28,1376,"",.1,.92,199,"",,,,"",2.3,,1575,"*"
"1981","C","OTHR","BASS","WHITE SEABASS","WBAS",,,,"",,,,"",,,,"",,,,"",,,,"*",.2,1.58,536,"",2.2,1.65,8008,"",8.4,1.68,31280,"",164.6,1.35,491657,"",176.6,1.36,527628,"",,,,"",352,,1059109,"*"
"1981","C","OTHR","ECHN","RED SEA URCHIN","RURC",,,,"",,,,"",,,,"*",,,,"",10.3,.3,6853,"",,,,"",,,,"",8718.7,.2,3845709,"",2113.3,.18,858075,"",1052.2,.12,282808,"",,,,"*",11894.5,,4993445,"*"
"1981","C","OTHR","ECHN","UNSP. ECHINODERM","UECH",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1981","C","OTHR","MLSK","OTHER MOLLUSKS","OMSK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",.3,.34,246,"",,,,"*",,,,"",,,,"",.3,,246,"*"
"1981","C","OTHR","MLSK","UNSP. MOLLUSKS","UMSK",,,,"",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",4.6,.25,2525,"",9,.26,5087,"",.7,.26,427,"",,,,"*",14.3,,8039,"*"
"1981","C","OTHR","TUNA","BLACK SKIPJACK","BSJK",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1981","C","SAMN","....","CHINOOK SALMON","CHNK",390.5,2.16,1857663,"",481.9,2.1,2235094,"",552.5,2.24,2733544,"",626.4,2.29,3161763,"",441.5,2.34,2282717,"",316.3,2.32,1619992,"",58.9,2.61,338997,"",.2,2.83,1293,"",,,,"",,,,"",,,,"*",2868.2,,14231063,"*"
"1981","C","SAMN","....","CHUM SALMON","CHUM",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SAMN","....","COHO SALMON","COHO",103,1.47,334187,"",116.2,1.46,374736,"",23.7,1.47,77012,"",3.6,1.61,12872,"",1.7,1.95,7373,"",.3,1.91,1302,"",.4,2.61,2316,"",,,,"",,,,"",,,,"",,,,"",248.9,,809798,""
"1981","C","SAMN","....","PINK SALMON","PINK",10,.65,14399,"",3.2,.79,5473,"",1.5,.68,2303,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",14.7,,22175,"*"
"1981","C","SAMN","....","UNSP. SALMON","USMN",.2,1.23,475,"",.2,.89,409,"",.1,1.12,223,"",.1,.92,227,"",19.1,2.39,100851,"",.7,2.58,4133,"",.1,2.64,781,"",,,,"*",,,,"*",,,,"",,,,"",20.5,,107099,"*"
"1981","C","SHLL","ABLN","BLACK ABALONE","BABL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",169.9,1.32,495928,"",60.7,1.51,201395,"",5.1,1.29,14665,"",,,,"",235.7,,711988,"*"
"1981","C","SHLL","ABLN","GREEN ABALONE","GABL",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",1.1,2.96,7416,"",20.7,2.85,129882,"",6.8,2.5,37427,"",,,,"",28.6,,174725,"*"
"1981","C","SHLL","ABLN","OTHER ABALONE","OABL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,1.83,55,"",,,,"",,,,"",,,,"",0,,55,""
"1981","C","SHLL","ABLN","PINK ABALONE","PABL",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"*",20.7,2.39,108600,"",15.5,2.43,83024,"",6.5,2.21,31614,"",,,,"",42.7,,223238,"*"
"1981","C","SHLL","ABLN","RED ABALONE","RABL",,,,"",,,,"",,,,"",,,,"",24.8,2.36,129162,"",,,,"*",,,,"*",136.4,2.37,712265,"",1.5,2.46,8180,"",30.3,2.25,150218,"",,,,"",193,,999825,"*"
"1981","C","SHLL","ABLN","UNSP. ABALONE","UABL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",0,,0,"*"
"1981","C","SHLL","ABLN","WHITE ABALONE","WABL",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"*",.1,3.41,453,"",,,,"",.1,,453,"*"
"1981","C","SHLL","CLAM","GAPER CLAM","GCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","CLAM","CALIFORNIA JACKKNIFE CLAM","JCLM",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","CLAM","WASHINGTON CLAM","WCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","OYST","EUROPEAN OYSTER","EURO",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"",,,,"*",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","OYST","UNSP. OYSTER","USTR",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","SCAL","OTHER SCALLOP","OSCL",,,,"*",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1981","C","SHLL","SCAL","UNSP. SCALLOP","USCL",61.6,.21,28888,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",61.6,,28888,""
"1981","C","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",0,,0,"*"
"1981","C","SRMP","....","GHOST SHRIMP","GSRM",,,,"",,,,"",,,,"",,,,"*",,,,"*",,,,"",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1981","C","SRMP","....","PACIFIC PINK SHRIMP","PSHP",1312.7,.5,1434953,"",58.2,.5,64114,"",7.4,.56,9129,"",,,,"*",,,,"*",,,,"*",497.1,.54,588763,"",4.6,.53,5377,"",,,,"*",,,,"",,,,"",1880,,2102336,"*"
"1981","C","SRMP","....","RIDGEBACK PRAWN","RPRW",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",1.4,.83,2605,"",86.1,.86,163447,"",,,,"",,,,"",,,,"",87.5,,166052,""
"1981","C","SRMP","....","SPOTTED PRAWN","SPRW",,,,"",,,,"*",,,,"",,,,"",,,,"*",4,4.32,38285,"",54.3,2.13,255004,"",115.1,1.97,500797,"",,,,"*",,,,"*",,,,"",173.4,,794086,"*"
"1981","C","SRMP","....","UNSP. OCEAN SHRIMP","USRM",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"*",1.3,.53,1515,"",3,.53,3542,"",,,,"*",,,,"*",,,,"",4.3,,5057,"*"
"1981","C","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",207.1,,130650,"",1062.6,,799026,"",119,,52093,"",210.9,,949608,"",492.2,,695645,"",38.9,,128794,"",107.3,,1055402,"",38.3,,37289,"",38.3,,96520,"",36.6,,322641,"",107.3,,18847,"",2458.5,,4286515,""
"1982","C","CPEL","....","PACIFIC HERRING","PHRG",,,,"*",,,,"*",,,,"",792.6,.6,1055272,"",9510,.43,8914468,"",250.2,.1,56514,"",,,,"*",.1,.22,49,"",,,,"",,,,"",,,,"",10552.9,,10026303,"*"
"1982","C","CPEL","WETF","CHUB MACKEREL","CMCK",,,,"",,,,"",,,,"",,,,"",,,,"*",1869.8,.08,336910,"",.9,.25,504,"",845.2,.1,191690,"",14941.5,.09,2949095,"",9.3,.2,4174,"",,,,"",17666.7,,3482373,"*"
"1982","C","CPEL","WETF","JACK MACKEREL","JMCK",,,,"",,,,"",,,,"*",,,,"",,,,"*",280.3,.09,55959,"",,,,"*",1195,.09,233675,"",18140.5,.09,3693721,"",.1,.41,130,"",,,,"",19615.9,,3983485,"*"
"1982","C","CPEL","WETF","MARKET SQUID","MSQD",,,,"*",,,,"*",,,,"*",,,,"",,,,"*",10607.2,.12,2847274,"",.3,.35,240,"",1403.4,.05,149117,"",4292.8,.06,577294,"",,,,"*",,,,"",16303.7,,3573925,"*"
"1982","C","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"",,,,"*",394.6,.12,106270,"",2609.1,.02,140613,"",,,,"",6514.2,.02,352644,"",32631.6,.02,1555767,"",,,,"",,,,"",42149.5,,2155294,"*"
"1982","C","CPEL","WETF","PACIFIC BONITO","PBNT",,,,"",,,,"",,,,"",,,,"",.2,.43,212,"",4.7,.27,2823,"",2.7,.34,2035,"",3.9,.36,3124,"",2298.9,.21,1076481,"",439.5,.19,182088,"",,,,"",2749.9,,1266763,""
"1982","C","CPEL","WETF","PACIFIC SARDINE","PSDN",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1982","C","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"*",,,,"*",,,,"*",,,,"",4.3,.16,1525,"",183.6,.08,33890,"",1.6,.2,685,"",3250.2,.1,681523,"",14932.7,.09,3053632,"",20.6,.2,9142,"",,,,"",18393,,3780397,"*"
"1982","C","CRAB","....","DUNGENESS CRAB","DCRB",2044.9,1.07,4809979,"",817.3,1.12,2016539,"",69.6,1.09,167161,"",125.1,1.31,360449,"",101.9,1.35,302947,"",1.2,1.78,4707,"",1.4,.89,2718,"",1.5,.8,2719,"",,,,"*",,,,"",,,,"",3162.9,,7667219,"*"
"1982","C","CRAB","....","OTHER CRAB","OCRB",,,,"",,,,"*",,,,"",,,,"",,,,"*",,,,"",,,,"*",4.2,.42,3854,"",27.1,10.58,633186,"",,,,"",,,,"",31.3,,637040,"*"
"1982","C","CRAB","....","ROCK CRAB","RCRB",,,,"",3.7,1.14,9226,"",,,,"",,,,"*",7,.23,3530,"",,,,"*",113.2,.75,186086,"",266.8,.8,469920,"",99.5,.81,177243,"",89.4,.79,155691,"",,,,"*",579.6,,1001696,"*"
"1982","C","CRAB","KCRB","UNSP. KING CRAB","UKCR",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
